frame,zoom_level,uncertainty,area,conf,lost,latency,command
236,1,0.067025,0.09079007,0.918353,0,0.014002,keep
237,1,0.087891,0.09775185,0.932400,0,0.014060,keep
238,1,0.105559,0.09864073,0.917757,0,0.014321,keep
239,1,0.117890,0.09754511,0.918925,0,0.014767,keep
240,1,0.095967,0.09013973,0.914865,0,0.014530,keep
241,1,0.074713,0.09425642,0.915123,0,0.014653,keep
242,1,0.142401,0.12077931,0.892842,0,0.014799,keep
243,1,0.155655,0.13061815,0.865134,0,0.014477,keep
244,1,0.154328,0.12841117,0.878219,0,0.014453,keep
245,1,0.143347,0.12126322,0.895598,0,0.014555,keep
246,1,0.124890,0.10127420,0.884112,0,0.014769,keep
247,1,0.105151,0.09598324,0.916007,0,0.014996,keep
248,1,0.135243,0.09916143,0.927627,0,0.015007,keep
249,1,0.161991,0.10522907,0.909586,0,0.014822,keep
250,1,0.149877,0.10339099,0.911207,0,0.014673,keep
251,1,0.149325,0.10042575,0.887322,0,0.014862,keep
252,1,0.143000,0.08449183,0.885271,0,0.014898,keep
253,1,0.104242,0.07858869,0.880823,0,0.015665,keep
254,1,0.078806,0.08314613,0.894529,0,0.014932,keep
255,1,0.118374,0.10415776,0.869066,0,0.014801,keep
256,1,0.074022,0.11681429,0.893187,0,0.014670,keep
257,1,0.061573,0.11382733,0.905786,0,0.015269,keep
258,1,0.067683,0.09691133,0.896648,0,0.014966,keep
259,1,0.063201,0.07758071,0.901371,0,0.014915,keep
260,1,0.054227,0.07949940,0.917087,0,0.015136,keep
261,1,0.051474,0.08513406,0.910131,0,0.014694,keep
262,1,0.049457,0.09133180,0.903684,0,0.014624,keep
263,1,0.052761,0.09859076,0.895726,0,0.014952,keep
264,1,0.052423,0.08632133,0.900302,0,0.014660,keep
265,1,0.071289,0.06848755,0.884316,0,0.014823,keep
266,1,0.051181,0.06545507,0.894158,0,0.014856,keep
267,1,0.078682,0.08406499,0.915506,0,0.015384,keep
268,1,0.051152,0.09917884,0.911539,0,0.014608,keep
269,1,0.049523,0.10570282,0.909679,0,0.015200,keep
270,1,0.059834,0.09703431,0.897869,0,0.014773,keep
271,1,0.063018,0.07629735,0.913232,0,0.014680,keep
272,1,0.052908,0.07358060,0.909546,0,0.014547,keep
273,1,0.048362,0.07918504,0.913393,0,0.014277,keep
274,1,0.045981,0.08541943,0.916690,0,0.014435,keep
275,1,0.047291,0.09524865,0.922240,0,0.014246,keep
276,1,0.046108,0.08932807,0.909817,0,0.014363,keep
277,1,0.060387,0.07336762,0.888204,0,0.014586,keep
278,1,0.046349,0.06874780,0.878283,0,0.014814,keep
279,1,0.070140,0.08107880,0.888242,0,0.014857,keep
280,1,0.067273,0.09971891,0.887906,0,0.014758,keep
281,1,0.056684,0.11024367,0.913941,0,0.015724,keep
282,1,0.066395,0.10503509,0.902262,0,0.015018,keep
283,1,0.059820,0.08377774,0.919329,0,0.015011,keep
284,1,0.065332,0.07621649,0.896172,0,0.014822,keep
285,1,0.093999,0.08586883,0.895791,0,0.015178,keep
286,1,0.111299,0.08982907,0.879648,0,0.015077,keep
287,1,0.112614,0.09732321,0.895432,0,0.015507,keep
288,1,0.118555,0.09525739,0.902216,0,0.015983,keep
289,1,0.124786,0.08187728,0.877319,0,0.015541,keep
290,1,0.086939,0.07895555,0.897658,0,0.014801,keep
291,1,0.121560,0.08949750,0.833841,0,0.014665,keep
292,1,0.135441,0.11524132,0.880554,0,0.014291,keep
293,1,0.135284,0.12303055,0.888067,0,0.014831,keep
294,1,0.119315,0.11776406,0.878007,0,0.014603,keep
295,1,0.109517,0.10046639,0.876462,0,0.015357,keep
296,1,0.126905,0.08621708,0.870920,0,0.014935,keep
297,1,0.136510,0.08945235,0.900654,0,0.014916,keep
298,1,0.143911,0.09319718,0.921643,0,0.014895,keep
299,1,0.162589,0.10329459,0.905750,0,0.014885,keep
300,1,0.161964,0.10803304,0.902570,0,0.014996,keep
301,1,0.183097,0.09269867,0.864365,0,0.014951,keep
302,1,0.168320,0.08153484,0.865279,0,0.015390,keep
303,1,0.166217,0.08405125,0.882328,0,0.015004,keep
304,1,0.194680,0.10757009,0.888417,0,0.015003,keep
305,1,0.171832,0.12181574,0.880268,0,0.014823,keep
306,1,0.172238,0.12855692,0.890889,0,0.014948,keep
307,1,0.179382,0.11308803,0.885119,0,0.015340,keep
308,1,0.178335,0.09172366,0.895847,0,0.015325,keep
309,1,0.161638,0.09058841,0.895372,0,0.015664,keep
310,1,0.150833,0.09559973,0.923073,0,0.014902,keep
311,1,0.152094,0.10099812,0.919916,0,0.014594,keep
312,1,0.149682,0.10214566,0.914520,0,0.014828,keep
313,1,0.160987,0.09538662,0.904212,0,0.014755,keep
314,1,0.156159,0.08756352,0.883675,0,0.014933,keep
315,1,0.162976,0.08917309,0.877566,0,0.015028,keep
316,1,0.170788,0.09886422,0.876825,0,0.015487,keep
317,1,0.164999,0.10557172,0.869668,0,0.015247,keep
318,1,0.175750,0.09950530,0.885755,0,0.015127,keep
319,1,0.153753,0.09352198,0.910274,0,0.015162,keep
320,1,0.148692,0.09129262,0.915522,0,0.015423,keep
321,1,0.147949,0.09857325,0.913812,0,0.015260,keep
322,1,0.159902,0.10869315,0.913899,0,0.015051,keep
323,1,0.151671,0.11576377,0.914440,0,0.015695,keep
324,1,0.168074,0.10438352,0.883002,0,0.015590,keep
325,1,0.170482,0.09926661,0.884012,0,0.015087,keep
326,1,0.163440,0.09432167,0.904268,0,0.015356,keep
327,1,0.156040,0.09414071,0.901747,0,0.015579,keep
328,1,0.156727,0.09962372,0.916220,0,0.014894,keep
329,1,0.165815,0.10563244,0.883476,0,0.014614,keep
330,1,0.163538,0.10327943,0.887958,0,0.014908,keep
331,1,0.156438,0.09895008,0.906776,0,0.014499,keep
332,1,0.159350,0.10073068,0.887644,0,0.014441,keep
333,1,0.155873,0.10992324,0.906679,0,0.014724,keep
334,1,0.166968,0.11234270,0.857869,0,0.014875,keep
335,1,0.149883,0.11740292,0.912705,0,0.014883,keep
336,1,0.149162,0.11303344,0.916203,0,0.014731,keep
337,1,0.156109,0.10228901,0.923598,0,0.014913,keep
338,1,0.159781,0.08850454,0.921417,0,0.014958,keep
339,1,0.150270,0.08078809,0.905142,0,0.014956,keep
340,1,0.163794,0.08322754,0.890429,0,0.015098,keep
341,1,0.147871,0.08017987,0.922921,0,0.015144,keep
342,1,0.154905,0.07461562,0.908816,0,0.015026,keep
343,1,0.160198,0.07639669,0.902742,0,0.015027,keep
344,1,0.153984,0.07742440,0.910841,0,0.015396,keep
345,1,0.161352,0.08726210,0.897110,0,0.015407,keep
346,1,0.148549,0.09953939,0.916867,0,0.014775,keep
347,1,0.145495,0.10742102,0.902754,0,0.014825,keep
348,1,0.142197,0.11190469,0.916787,0,0.014614,keep
349,1,0.151174,0.10512666,0.905072,0,0.014653,keep
350,1,0.163171,0.09008940,0.917112,0,0.014480,keep
351,1,0.152902,0.08174479,0.924300,0,0.015021,keep
352,1,0.158840,0.08699817,0.905222,0,0.014749,keep
353,1,0.147470,0.08880089,0.925252,0,0.014864,keep
354,1,0.159436,0.08254788,0.917147,0,0.014750,keep
355,1,0.148464,0.08043129,0.914787,0,0.014892,keep
356,1,0.148812,0.07908663,0.908025,0,0.014807,keep
357,1,0.154086,0.08152143,0.908418,0,0.014817,keep
358,1,0.169971,0.08925892,0.903456,0,0.015117,keep
359,1,0.157901,0.09646757,0.930306,0,0.014942,keep
360,1,0.154623,0.09845141,0.928046,0,0.014972,keep
361,1,0.152249,0.09353087,0.918594,0,0.014975,keep
362,1,0.167985,0.08478376,0.915993,0,0.015274,keep
363,1,0.160650,0.07802832,0.924534,0,0.015202,keep
364,1,0.155064,0.08408606,0.922425,0,0.014947,keep
365,1,0.152995,0.08735070,0.927044,0,0.014929,keep
366,1,0.165657,0.08081801,0.920190,0,0.014515,keep
367,1,0.147105,0.07693101,0.919086,0,0.014465,keep
368,1,0.150725,0.07292398,0.945863,0,0.014487,keep
369,1,0.159909,0.06775921,0.927798,0,0.014588,keep
370,1,0.164099,0.06880757,0.922221,0,0.014636,keep
371,1,0.165573,0.07068190,0.905370,0,0.014785,keep
372,1,0.170451,0.06772608,0.871434,0,0.014740,keep
373,1,0.193531,0.05985063,0.830008,0,0.014846,keep
374,1,0.198026,0.05086992,0.827399,0,0.015131,keep
375,1,0.220607,0.04462255,0.724606,0,0.014828,keep
376,1,0.182823,0.04665507,0.878445,0,0.014939,keep
377,1,0.168010,0.04412572,0.878260,0,0.015035,keep
378,1,0.179503,0.04364074,0.872267,0,0.014844,keep
379,1,0.188252,0.03809265,0.838244,0,0.015418,keep
380,1,0.185604,0.03411741,0.841944,0,0.015434,keep
381,1,0.201547,0.04003342,0.849379,0,0.015196,keep
382,1,0.201087,0.05210787,0.875724,0,0.014947,keep
383,1,0.163762,0.05897149,0.903968,0,0.014956,keep
384,1,0.161924,0.06691044,0.923673,0,0.014656,keep
385,1,0.156379,0.07195809,0.926921,0,0.014871,keep
386,1,0.158600,0.07347811,0.932244,0,0.015198,keep
387,1,0.154522,0.07462073,0.906575,0,0.015205,keep
388,1,0.162196,0.07757058,0.908861,0,0.014991,keep
389,1,0.152287,0.07906791,0.917762,0,0.015157,keep
390,1,0.150018,0.07927753,0.916744,0,0.015071,keep
391,1,0.155591,0.07415412,0.911833,0,0.015165,keep
392,1,0.172474,0.06654534,0.887999,0,0.014946,keep
393,1,0.162135,0.06827744,0.884439,0,0.014990,keep
394,1,0.162423,0.07595099,0.901740,0,0.015003,keep
395,1,0.162381,0.07434601,0.911707,0,0.015047,keep
396,1,0.154109,0.07210345,0.914042,0,0.015049,keep
397,1,0.160238,0.06645530,0.906668,0,0.015270,keep
398,1,0.155918,0.06589354,0.896745,0,0.015211,keep
399,1,0.151901,0.06793869,0.905703,0,0.014964,keep
400,1,0.148881,0.07481026,0.929675,0,0.015098,keep
401,1,0.154772,0.08146483,0.914610,0,0.014675,keep
402,1,0.145582,0.08256390,0.921428,0,0.014599,keep
403,1,0.155743,0.07664934,0.913090,0,0.014847,keep
404,1,0.168983,0.06742753,0.905092,0,0.014545,keep
405,1,0.160302,0.07085003,0.899428,0,0.014595,keep
406,1,0.155423,0.08049897,0.912152,0,0.014570,keep
407,1,0.152886,0.08191177,0.927860,0,0.015145,keep
408,1,0.169691,0.07035617,0.939030,0,0.014837,keep
409,1,0.152484,0.06322644,0.940387,0,0.014983,keep
410,1,0.160806,0.06043027,0.925281,0,0.014886,keep
411,1,0.157613,0.05847398,0.916591,0,0.015124,keep
412,1,0.170812,0.06493886,0.933669,0,0.014886,keep
413,1,0.177090,0.07615386,0.932543,0,0.014983,keep
414,1,0.165441,0.08692228,0.936769,0,0.015216,keep
415,1,0.163773,0.08409516,0.924706,0,0.015043,keep
416,1,0.171140,0.07333236,0.913272,0,0.015046,keep
417,1,0.147096,0.07060421,0.925038,0,0.015179,keep
418,1,0.163593,0.07740131,0.923656,0,0.015361,keep
419,1,0.157906,0.08141066,0.904860,0,0.015207,keep
420,1,0.178718,0.07237614,0.893581,0,0.015091,keep
